"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0005737","GO:0005737","cytoplasm",304,-0.626421750560542,-1.46062345993275,1e-10,1.21e-08,8.31578947368421e-09,1392,"tags=54%, list=27%, signal=42%","ssr0482/slr0936/sll0257/slr1278/slr1503/sll0467/slr0502/sll1909/slr1886/slr1418/sll0567/sll0613/sll0503/sll0844/sll0712/sll1343/slr0807/sll0876/slr0847/sll0321/slr0734/sll1852/slr0585/slr0011/sll0495/slr1679/sll1056/sll0631/sll1760/slr1413/sll1159/sll0098/slr0267/sll1108/slr0400/slr1756/slr1703/sll0534/sll1110/sll0400/sll0897/slr1622/slr0722/sll0017/slr1691/sll0703/slr1238/sll0865/sll0898/slr0952/slr0165/sll0891/slr1626/sll0868/sll0569/sll1558/slr0084/slr0444/slr1256/sll0379/slr2073/sll0148/sll0804/slr1428/slr1351/slr1022/sll2001/slr0070/slr1463/sll0373/slr1598/slr1219/slr1887/sll1818/slr0900/slr0233/slr1646/slr0536/slr0812/ssr1398/sll1498/sll1275/sll0083/slr1423/sll1669/slr1848/slr0156/slr0839/slr0902/slr0545/sll0643/slr1898/slr0426/slr0519/slr2130/slr0638/slr0628/slr1560/sll1815/sll1185/slr0653/sll0020/slr0623/sll1018/slr1139/slr0357/sll1342/slr0633/slr0958/slr0744/sll1823/sll2005/sll0144/sll0154/sll1893/sll0402/slr0649/slr0186/slr0434/sll1662/slr1791/slr0528/slr0417/sll0502/sll1099/sll0057/sll0660/sll0454/slr0652/sll1633/slr2102/slr0379/sll1605/slr1129/slr1720/sll0900/slr1510/sll0469/slr1367/sll1776/slr1462/sll1536/slr1678/slr2075/sll1261/sll0401/slr0608/sll2010/slr0526/sll1931/slr1289/sll1525/slr0542/sll1362/slr0543/slr1884/sll0370/sll1172/sll1932/sll0170/slr0500/sll0899/slr0017/sll0078"
"GO:0005524","GO:0005524","ATP binding",302,-0.59409864149998,-1.38515060591994,3.9971542812856e-10,2.41827834017779e-08,1.66197467485033e-08,1378,"tags=46%, list=27%, signal=36%","sll0257/slr1278/slr1969/slr1031/sll0484/sll6036/sll1878/sll0613/sll0844/sll0711/sll1501/sll0289/slr1443/sll1253/sll0876/slr0847/sll0683/sll1852/slr0585/slr0862/sll1595/sll7044/sll0495/slr0822/sll1056/sll1760/slr0033/slr1881/slr0599/sll7029/slr0692/slr0400/sll1326/slr1756/slr1703/sll0374/sll0927/sll0897/sll0616/slr0676/slr1691/slr1238/slr0982/slr0838/slr0394/slr0020/slr0833/sll0569/slr0044/slr1919/sll1623/slr1351/slr0039/slr1030/slr0780/sll0684/sll0728/slr1777/slr0877/slr0451/sll1443/slr1787/slr0812/slr0213/slr0075/sll8049/sll1498/slr1055/sll1275/slr1423/sll1669/slr0251/slr0938/slr0054/slr1165/slr0156/sll1533/slr0354/slr1329/slr1898/slr1882/slr1390/slr0544/slr1550/slr0519/slr0638/sll1927/sll0053/slr0228/slr1159/sll1327/sll1815/sll0575/sll0362/sll0020/slr1093/slr1604/slr0357/sll1360/sll1452/slr0958/sll2005/sll0144/slr1226/slr0649/slr1123/slr2076/slr0528/slr0417/sll0502/sll1453/sll0454/sll0505/sll0179/sll1725/sll1425/slr0557/sll1435/slr0379/sll0005/slr1720/sll1553/sll0900/sll0469/slr1874/slr2075/slr0608/sll2010/sll1525/slr0220/sll1362/slr1884/sll0336/sll0370/slr1164/sll1074/sll1932/sll0170/slr1330/sll0078"
"GO:0006412","GO:0006412","translation",63,-0.7342477457994,-1.64999902727141,1.49419218414337e-08,4.51993135703371e-07,3.10634690914017e-07,1165,"tags=83%, list=23%, signal=65%","ssr1399/sll1821/slr0033/slr0742/sll1811/ssl3436/slr0267/sll1096/ssr1736/sll1813/ssl0438/slr1356/ssl0601/sll1822/sll1801/sll1799/sll1803/slr0877/slr0469/sll1800/sll1809/sll1806/sll1807/ssr1398/sml0006/sll1819/sll1805/ssl3445/sll1744/ssl3432/sll1746/sll1740/sll1804/slr0628/sll1817/ssl3437/sll1812/ssl2233/sll1808/ssl1784/sll1824/sll1745/sll1101/sll0767/sll1435/ssr2799/sll1097/ssl1426/slr1678/sll1743/sll1260/smr0011"
"GO:0005829","GO:0005829","cytosol",222,-0.602363992551815,-1.39758139274257,1.22057248254896e-08,4.51993135703371e-07,3.10634690914017e-07,1376,"tags=51%, list=27%, signal=39%","sll0329/slr0955/slr1031/sll6036/slr0395/slr1334/slr0212/slr1228/sll0289/sll0594/slr1665/slr1198/sll1750/slr0862/sll0807/sll7044/sll0136/slr2023/sll1209/slr1348/slr0742/sll0555/slr1435/sll1291/sll0244/sll0927/slr1779/slr1559/slr0989/sll1758/slr0903/slr0952/slr0838/slr0081/slr1639/slr0394/sll1282/sll1234/slr0665/slr0833/sll1058/slr1867/slr0597/sll1634/sll0622/sll0649/slr1428/slr0039/sll1063/slr0070/sll1747/slr0495/slr0966/sll1127/slr0951/sll1363/sll0753/slr0900/slr0233/sll0992/sll1443/sll0396/sll1043/slr1133/sll1945/slr0213/sll1994/slr1349/sll1742/slr0550/sll1275/slr1848/sll0220/sll1786/slr1550/sll0838/sll0635/sll0065/sll1815/sll1098/sll0362/slr1783/sll1712/slr1139/slr0118/ssl2233/sll1894/slr1424/sll1198/slr1123/slr0657/sll0920/sll0179/sll1933/sll1425/slr0557/slr1517/slr0379/sll0757/slr0827/slr1462/slr1874/slr2042/sll1536/ssl2084/sll0892/sll1931/slr0974/slr0220/sll1069/ssl3441/sll1074/slr1945"
"GO:0003735","GO:0003735","structural constituent of ribosome",56,-0.74630979380165,-1.67449629629209,1.98990425982864e-08,4.8155683087853e-07,3.30952497950447e-07,964,"tags=80%, list=19%, signal=66%","sll1096/ssr1736/sll1813/ssl0438/slr1356/ssl0601/sll1822/sll1801/sll1799/sll1803/slr0469/sll1800/sll1809/sll1806/sll1807/ssr1398/sml0006/sll1819/sll1805/ssl3445/sll1744/ssl3432/sll1746/sll1740/sll1804/slr0628/sll1817/ssl3437/sll1812/ssl2233/sll1808/ssl1784/sll1824/sll1745/sll1101/sll0767/sll1802/ssr2799/sll1097/ssl1426/slr1678/sll1743/sll1810/sll1260/smr0011"
"GO:0008360","GO:0008360","regulation of cell shape",18,-0.877057543447049,-1.81822376148925,3.92472529882932e-07,7.91486268597246e-06,5.43953155451783e-06,454,"tags=89%, list=9%, signal=81%","slr1423/slr0938/sll0657/slr1424/sll0154/slr1742/slr0528/slr1267/slr1874/sll2010/slr1746/sll0210/slr0488/sll0899/slr1656/slr0017"
"GO:0019843","GO:0019843","rRNA binding",36,-0.767504167396356,-1.68893426158847,9.04749974074511e-07,1.3684343357877e-05,9.4046378884061e-06,660,"tags=81%, list=13%, signal=71%","sll1096/sll0898/sll1813/sll1801/sll1799/sll1803/slr0469/sll1800/sll1809/slr1646/sll1807/sll1805/ssl3445/sll1744/ssl3432/sll1804/slr0628/sll1817/ssl3437/sll1812/sll1808/ssl1784/sll0767/sll1802/slr1129/sll1097/slr1678/sll1810/ssl3441"
"GO:0000287","GO:0000287","magnesium ion binding",65,-0.699570577557246,-1.57284243199773,8.48017234252531e-07,1.3684343357877e-05,9.4046378884061e-06,994,"tags=62%, list=19%, signal=50%","sll0671/sll0409/sll0927/slr0752/sll1758/slr1622/slr0952/sll0603/sll1558/slr1867/slr0039/slr0495/slr1834/slr0009/sll1363/slr1787/sll1043/sll1945/slr0185/slr2088/sll1275/sll1669/slr1550/sll0635/slr1265/sll1823/sll1894/slr0528/slr0452/sll1377/sll0920/sll0454/sll0506/slr1517/sll0757/sll1553/sll0469/slr0526/slr1289/sll0899"
"GO:0071555","GO:0071555","cell wall organization",23,-0.818528222345629,-1.7428266185986,1.94583401324633e-06,2.61606572892006e-05,1.7979051116545e-05,685,"tags=74%, list=13%, signal=64%","slr1351/sll0648/slr1423/slr0938/sll0657/slr1424/slr1742/slr0528/slr1267/slr1874/sll2010/slr1746/sll0210/slr0488/sll0899/slr1656/slr0017"
"GO:0009252","GO:0009252","peptidoglycan biosynthetic process",20,-0.822753108587583,-1.72910675883096,1.53699926822223e-05,0.00018597691145489,0.000127813623357428,454,"tags=75%, list=9%, signal=69%","slr1423/slr0938/sll0657/slr1424/slr1742/slr0528/slr1267/slr1874/sll2010/slr1746/sll0210/slr0488/sll0899/slr1656/slr0017"
